row,pa,nj,nj_minus_pa
fte_before,23.33116883116883,20.439408099688475,-2.891760731480357
fte_after,21.165584415584416,21.02742946708464,-0.13815494849977483
change_in_means,-2.1655844155844157,0.5880213673961663,2.753605782980582
balanced_change,-2.283333333333333,0.4666666666666666,2.75
temporary_closed_as_zero,-2.283333333333333,0.22587859424920123,2.5092119275825344
