spec_id,term,estimate,std_error,n,df_resid
m1,nj,2.3258311888832139,1.1915962776999438,357,355
m2,nj,2.3038595094333592,1.1955324787616157,357,351
m3,gap,15.652889576153861,6.0802368766097548,357,355
m4,gap,14.915673959184121,6.2053345597466114,357,351
m5,gap,11.913064111479812,7.3944093865171858,357,348
